source,line,function,wrapper,recognized_guard_calls
apps/api/convex/mail/subscriptions.ts,186,list,publicQuery,requireMailboxAccess
apps/api/convex/mail/subscriptions.ts,247,sendersOfMessages,publicQuery,requireMailboxAccess
apps/api/convex/mail/subscriptions.ts,371,unsubscribeAndArchive,authedAction,
apps/api/convex/mail/threadAlerts.ts,35,setNotifyOnReplyForMessage,authedMutation,requireMailboxAccess
apps/api/convex/mail/triageTally.ts,231,forMessage,publicQuery,requireMailboxAccess
apps/api/convex/mail/triageTally.ts,283,acceptSuggestion,authedMutation,requireMailboxAccess
apps/api/convex/mail/triageTally.ts,332,dismissSuggestion,authedMutation,requireMailboxAccess
apps/api/convex/mail/triageTally.ts,353,undoSuggestion,authedMutation,requireMailboxAccess
apps/api/convex/mail/unsubscribe.ts,69,performOneClick,authedAction,
apps/api/convex/mail/vacation.ts,27,get,publicQuery,requireMailboxAccess
apps/api/convex/mail/vacation.ts,39,upsert,authedMutation,requireMailboxAccess; required
apps/api/convex/mail/vacation.ts,92,remove,authedMutation,requireMailboxAccess
apps/api/convex/mail/webhookHttp.ts,88,handleMailWebhook,httpAction,
apps/api/convex/mediaAssets.ts,48,list,authedQuery,
apps/api/convex/mediaAssets.ts,98,getStats,authedQuery,
apps/api/convex/mediaAssets.ts,128,countUsage,authedQuery,
apps/api/convex/mediaAssets.ts,158,listTags,authedQuery,
apps/api/convex/mediaAssets.ts,178,create,authedMutation,requireOrgPermission; assertUnregisteredMediaStorage; requires
apps/api/convex/mediaAssets.ts,387,update,authedMutation,requireOrgPermission
apps/api/convex/mediaAssets.ts,418,bulkDelete,authedMutation,requireOrgPermission
apps/api/convex/platformAdmin/bootstrap.ts,92,claimInitialPlatformAdmin,ownerMutation,
apps/api/convex/platformAdmin/bootstrap.ts,137,getBootstrapStatus,authedQuery,
apps/api/convex/platformAdmin/mutations.ts,32,setOrganizationStatus,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/mutations.ts,86,approveCampaign,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/mutations.ts,128,approveTransactional,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/mutations.ts,171,rejectContent,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/mutations.ts,243,addPlatformAdmin,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/mutations.ts,306,removePlatformAdmin,authedMutation,requirePlatformAdmin
apps/api/convex/platformAdmin/platformAdmin.ts,92,isPlatformAdmin,publicQuery,
apps/api/convex/platformAdmin/queries.ts,10,listFlaggedOrganizations,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,56,getOrganizationDetail,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,165,listRecentAbuse,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,204,getPlatformStats,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,263,listAllOrganizations,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,310,listPlatformAdmins,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,332,listAllUsers,authedQuery,requirePlatformAdmin
apps/api/convex/platformAdmin/queries.ts,375,getContentReviewQueue,authedQuery,requirePlatformAdmin
apps/api/convex/plugins/draftStrategySelections.ts,65,listCatalog,authedQuery,requireOrgPermission
apps/api/convex/plugins/draftStrategySelections.ts,85,setSelection,authedMutation,requireAdminContext
apps/api/convex/plugins/settings.ts,76,getPluginSettingsOverview,adminQuery,
apps/api/convex/plugins/settings.ts,124,setPluginSettings,authedMutation,requireAdminContext
apps/api/convex/plugins/settings.ts,198,resetPluginSettings,authedMutation,requireAdminContext
apps/api/convex/providerRoutes.ts,131,listRoutes,authedQuery,requirePermission; hasPermission
apps/api/convex/providerRoutes.ts,152,listIpPools,authedQuery,
apps/api/convex/providerRoutes.ts,162,listTransportCatalog,authedQuery,
apps/api/convex/providerRoutes.ts,233,listRelayDomainIdentities,authedQuery,requireOrgPermission
apps/api/convex/providerRoutes.ts,388,setRoute,authedMutation,requireOrgPermission; requires
apps/api/convex/providerRoutes.ts,472,removeRoute,authedMutation,requireOrgPermission
apps/api/convex/quickQuery.ts,59,ask,authedAction,assertKnowledgeReadAccess; assertAiAllowed
apps/api/convex/sampleData/manageHttp.ts,106,sampleDataInstallHttp,httpAction,
apps/api/convex/sampleData/manageHttp.ts,121,sampleDataRemoveHttp,httpAction,
apps/api/convex/sampleData/manageHttp.ts,148,sampleDataStatusHttp,httpAction,
apps/api/convex/seedAdminHttp.ts,37,seedAdmin,httpAction,checkPublicRateLimit; required
apps/api/convex/seedDemo/indexHttp.ts,29,seedDemoHttp,httpAction,
apps/api/convex/segments.ts,32,get,authedQuery,
apps/api/convex/segments.ts,61,listMembers,authedQuery,
apps/api/convex/segments.ts,140,listMembersForExport,authedAction,
apps/api/convex/segments.ts,190,update,authedMutation,requireOrgPermission
apps/api/convex/segments.ts,236,remove,authedMutation,requireOrgPermission
apps/api/convex/segments.ts,269,list,authedQuery,
apps/api/convex/segments.ts,280,create,authedMutation,requireOrgPermission
apps/api/convex/segments.ts,365,countMatchingContacts,authedAction,
apps/api/convex/semanticFiles.ts,75,get,authedQuery,hasPermission
apps/api/convex/semanticFiles.ts,203,list,authedQuery,
apps/api/convex/semanticFiles.ts,222,search,authedQuery,
apps/api/convex/semanticFiles.ts,248,getVersionHistory,authedQuery,
apps/api/convex/semanticFiles.ts,270,listByContact,authedQuery,
apps/api/convex/semanticFiles.ts,306,create,authedMutation,requireAdminContext
apps/api/convex/semanticFiles.ts,532,update,authedMutation,requireAdminContext
apps/api/convex/semanticFiles.ts,584,remove,authedMutation,requireAdminContext
apps/api/convex/shareLinkHttp.ts,26,getShareLink,publicTokenEndpoint,
apps/api/convex/shareLinks.ts,14,createShareLink,authedMutation,requireOrgPermission; required
apps/api/convex/shareLinks.ts,84,revokeShareLink,authedMutation,requireOrgPermission
apps/api/convex/shareLinks.ts,111,listShareLinks,authedQuery,requirePermission; hasPermission
apps/api/convex/storage.ts,15,generateUploadUrl,authedMutation,
apps/api/convex/storage.ts,45,getUrl,authedQuery,
apps/api/convex/storage/uploadsHttp.ts,67,beginUpload,httpAction,
apps/api/convex/storage/uploadsHttp.ts,68,finishUpload,httpAction,
apps/api/convex/storage/uploadsHttp.ts,69,abortUpload,httpAction,
apps/api/convex/systemUpdates.ts,148,recordUpdateStart,authedMutation,requirePlatformAdmin
apps/api/convex/systemUpdates.ts,197,recordUpdateFinish,authedMutation,requirePlatformAdmin
apps/api/convex/systemUpdates.ts,245,getLatestRelease,authedQuery,requirePlatformAdmin
apps/api/convex/systemUpdates.ts,268,listUpdateHistory,authedQuery,requirePlatformAdmin
apps/api/convex/systemUpdates.ts,293,checkForUpdates,authedAction,requirePlatformAdmin; requireAuthenticatedIdentity; required
apps/api/convex/topics/apiHttp.ts,61,addContactToTopic,createAuthenticatedHandler,requireScope; required
apps/api/convex/topics/apiHttp.ts,153,removeContactFromTopic,createAuthenticatedHandler,requireScope; required
apps/api/convex/topics/bulk.ts,12,addContacts,authedMutation,requireOrgPermission
apps/api/convex/topics/bulk.ts,57,removeContacts,authedMutation,requireOrgPermission
apps/api/convex/topics/doiHttp.ts,35,verifyContactDoiToken,publicTokenEndpoint,
apps/api/convex/topics/doiHttp.ts,83,confirmContactDoi,publicTokenEndpoint,
apps/api/convex/topics/topics.ts,44,get,authedQuery,
apps/api/convex/topics/topics.ts,57,getContacts,authedQuery,
apps/api/convex/topics/topics.ts,122,getTopicsForContact,authedQuery,
apps/api/convex/topics/topics.ts,134,update,authedMutation,requireDoubleOptIn; requireOrgPermission
apps/api/convex/topics/topics.ts,184,remove,authedMutation,requireOrgPermission
apps/api/convex/topics/topics.ts,273,addContact,authedMutation,requireOrgPermission
apps/api/convex/topics/topics.ts,310,removeContact,authedMutation,requireOrgPermission
apps/api/convex/topics/topics.ts,400,getContactInTopicDetails,authedQuery,requireDoubleOptIn
apps/api/convex/topics/topics.ts,517,resendDoiConfirmation,authedMutation,requireOrgPermission
apps/api/convex/topics/topics.ts,561,list,authedQuery,
apps/api/convex/topics/topics.ts,572,create,authedMutation,requireDoubleOptIn; requireOrgPermission
apps/api/convex/transactional/api.ts,324,sendTransactional,createAuthenticatedHandler,requireScope
apps/api/convex/transactional/emails.ts,26,list,authedQuery,assertFeatureEnabled
apps/api/convex/transactional/emails.ts,75,get,authedQuery,assertFeatureEnabled
apps/api/convex/transactional/emails.ts,86,countByStatus,authedQuery,
apps/api/convex/transactional/emails.ts,103,create,authedMutation,requireOrgPermission
apps/api/convex/transactional/emails.ts,150,update,authedMutation,assertFeatureEnabled; requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/transactional/emails.ts,276,publish,authedMutation,assertFeatureEnabled; requireOrgPermission
apps/api/convex/transactional/emails.ts,321,unpublish,authedMutation,assertFeatureEnabled; requireOrgPermission
apps/api/convex/transactional/emails.ts,356,duplicate,authedMutation,assertFeatureEnabled; requireOrgPermission
apps/api/convex/transactional/emails.ts,380,remove,authedMutation,assertFeatureEnabled; requireOrgPermission
apps/api/convex/transactional/emails.ts,404,updateSchema,authedMutation,assertFeatureEnabled; requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/transactional/sends.ts,7,listByTransactionalEmail,authedQuery,
apps/api/convex/transactional/sends.ts,74,get,authedQuery,
apps/api/convex/transactional/sends.ts,119,getCounts,authedQuery,
apps/api/convex/transactional/translations.ts,20,getForLanguage,authedQuery,
apps/api/convex/transactional/translations.ts,42,addTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/transactional/translations.ts,70,updateTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/transactional/translations.ts,134,removeTranslation,authedMutation,requireOrgPermission; assertEditableForPublishableChange
apps/api/convex/translate.ts,48,translateBatch,authedAction,requireAuthenticatedIdentity; assertAiAllowed
apps/api/convex/unifiedMessages.ts,41,getThreadTimeline,adminQuery,
apps/api/convex/unifiedMessages.ts,60,getContactTimeline,adminQuery,
apps/api/convex/unifiedMessages.ts,79,listRecent,adminQuery,
apps/api/convex/unifiedMessages.ts,110,getChannelConfigs,authedQuery,hasPermission
apps/api/convex/unifiedMessages.ts,255,sendChatMessage,authedMutation,requireOrgPermission
apps/api/convex/unifiedMessages.ts,300,updateChannelConfig,authedMutation,requireOrgPermission
apps/api/convex/visualizationAgent.ts,72,list,adminQuery,
apps/api/convex/visualizationAgent.ts,86,listPinned,adminQuery,
apps/api/convex/visualizationAgent.ts,103,createFromPrompt,authedMutation,requireAdminContext
apps/api/convex/visualizationAgent.ts,151,regenerate,authedMutation,requireAdminContext
apps/api/convex/visualizationAgent.ts,180,togglePin,authedMutation,requireAdminContext
apps/api/convex/visualizationAgent.ts,196,remove,authedMutation,requireAdminContext
apps/api/convex/webhooks/channelsHttp.ts,33,handleSmsWebhook,httpAction,
apps/api/convex/webhooks/channelsHttp.ts,42,handleWhatsAppWebhook,httpAction,
apps/api/convex/webhooks/channelsHttp.ts,51,handleGenericWebhook,httpAction,
apps/api/convex/webhooks/endpoints.ts,73,listByOrganization,authedQuery,requireOrgPermission; assertFeatureEnabled
apps/api/convex/webhooks/endpoints.ts,114,create,authedMutation,requireOrgPermission; required; assertValidWebhookUrl
apps/api/convex/webhooks/endpoints.ts,184,update,authedMutation,requireOrgPermission; required; assertValidWebhookUrl
apps/api/convex/webhooks/endpoints.ts,251,regenerateSecret,authedMutation,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,286,toggle,authedMutation,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,311,remove,authedMutation,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,350,sendTestWebhook,authedMutation,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,404,listDeliveryLogs,authedQuery,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,432,getDeliveryLog,authedQuery,requireOrgPermission
apps/api/convex/webhooks/endpoints.ts,451,getDeliveryStats,authedQuery,requireOrgPermission
apps/api/convex/webhooks/githubHttp.ts,61,handleGithubWebhook,httpAction,checkPublicRateLimit; verifyGithubSignature
apps/api/convex/webhooks/pluginFeedbackHttp.ts,134,pluginFeedbackWebhook,httpAction,
apps/api/convex/webhooks/providerFeedbackHttp.ts,59,webhookUrlValidationProbe,httpAction,
apps/api/convex/workspaces/featureFlags.ts,64,getFeatureFlags,publicQuery,
apps/api/convex/workspaces/featureFlags.ts,79,deliveryConfigured,authedQuery,
apps/api/convex/workspaces/featureFlags.ts,104,getFlagsConfigStatus,authedQuery,requirement; requiredEnvVars; requiredCapabilities
apps/api/convex/workspaces/featureFlags.ts,150,setFeatureFlag,authedMutation,requireAdminContext; required
apps/api/convex/workspaces/featureFlags.ts,287,setFeaturePack,authedMutation,requireAdminContext
apps/api/convex/workspaces/featureFlags.ts,366,setAllFeatureFlags,authedMutation,requireAdminContext
apps/api/convex/workspaces/settings.ts,41,get,authedQuery,
apps/api/convex/workspaces/settings.ts,49,update,authedMutation,requireOrgPermission
apps/api/convex/workspaces/settings.ts,214,remove,authedMutation,getMutationContext; requirePermission
